recency<0.33q,recency>0.66q,0.33q<=recency<=0.66q,lifetime<0.33q,lifetime>0.66q,0.33q<=lifetime<=0.66q,bigstoreshare<0.33q,bigstoreshare>0.66q,0.33q<=bigstoreshare<=0.66q,sum0<0.33q,sum0>0.66q,0.33q<=sum0<=0.66q,treatment,avgcart<0.33q,avgcart>0.66q,0.33q<=avgcart<=0.66q,y,z
0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,1,1
1,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,1,1
0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1,1
0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1
0,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0,1,1
0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0
0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,1,1
1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,1,1
0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0
0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,1,1
1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,1,1
0,0,1,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0
0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1
0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,1,1
0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0
0,0,1,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0
0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,1
1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,1,1
0,0,1,0,1,0,0,0,1,0,0,1,1,0,1,0,1,1
0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1,1,1
0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0
0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0
0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1,1,1
1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,1
0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0
0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0
0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
1,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,1
1,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,1
1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,1,1
1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,1
1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,1,1
0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,1,1
0,0,1,1,0,0,0,1,0,1,0,0,1,1,0,0,1,1
1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,1,1
1,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1,1
0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1
1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1
0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0
0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0
0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,1,1
0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0
0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1,1,1
0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,1,1
0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,1
0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,1,1
0,1,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0
0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0
0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,1,1
0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,1,1,1
0,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,1,1
0,0,1,0,1,0,0,1,0,0,0,1,1,1,0,0,1,1
1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,1,1
0,0,1,0,1,0,0,0,1,0,0,1,1,1,0,0,1,1
0,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,1
0,0,1,1,0,0,0,1,0,0,0,1,1,0,1,0,1,1
0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0
0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0
0,1,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0
0,0,1,0,0,1,0,0,1,1,0,0,1,1,0,0,1,1
1,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1,1
0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,1
0,0,1,0,0,1,1,0,0,0,0,1,1,1,0,0,1,1
0,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0
0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0
0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1
0,0,1,0,1,0,1,0,0,1,0,0,1,1,0,0,1,1
0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0
0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,1,1
0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,1,1
1,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,1,1
1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,1,1
0,0,1,1,0,0,1,0,0,1,0,0,1,1,0,0,1,1
1,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,1
0,0,1,1,0,0,1,0,0,1,0,0,1,1,0,0,1,1
1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1
1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,1,1
0,0,1,1,0,0,0,1,0,1,0,0,1,1,0,0,1,1
0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,1,1
0,0,1,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0
0,1,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0
0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,1,1
0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,1
1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,1,1
0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,1
1,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,1,1
0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,1,1
0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0
1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1
0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1
1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,1,1
0,1,0,1,0,0,0,0,1,0,0,1,1,0,1,0,1,1
0,1,0,0,0,1,1,0,0,0,0,1,1,0,1,0,1,1
0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0
0,0,1,1,0,0,0,1,0,1,0,0,1,0,1,0,1,1
0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,1,1,1
0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1,1
0,0,1,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0
1,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,1,1
0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,1
0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,1,1
0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,1,1
0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1,1
0,0,1,0,1,0,1,0,0,0,0,1,1,0,1,0,1,1
0,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,1,1
0,0,1,0,0,1,1,0,0,0,0,1,1,0,1,0,1,1
0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,1,1
0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0
0,1,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0
0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
0,1,0,1,0,0,0,0,1,1,0,0,1,1,0,0,1,1
0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0
0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,1,1
0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,1,1
0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,1
0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0
1,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,1,1
0,1,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0
0,0,1,1,0,0,0,1,0,0,0,1,1,0,1,0,1,1
0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,1
0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0
0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,1
0,0,1,0,1,0,1,0,0,0,0,1,1,1,0,0,1,1
0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1,1,1
0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0
0,1,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0
0,0,1,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0
1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,1,1
0,1,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0
0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,1,1
0,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0
0,1,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0
0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1
1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,1
1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,1,1
0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1,1,1
0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,1,1,1
1,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,1
1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,1
0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0
0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,1,1
0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0
1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,1,1
0,0,1,0,1,0,0,0,1,0,0,1,1,0,1,0,1,1
0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,1,1
0,0,1,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0
1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,1,1
1,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,1,1
1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,1
0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,1
0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,1,1
0,1,0,1,0,0,0,0,1,0,0,1,1,0,1,0,1,1
0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0
1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,1
0,0,1,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0
0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0
0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0
0,0,1,0,0,1,0,1,0,0,0,1,1,1,0,0,1,1
0,0,1,0,0,1,0,1,0,1,0,0,1,1,0,0,1,1
0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0
0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,1,1
0,0,1,1,0,0,0,1,0,0,0,1,1,1,0,0,1,1
0,0,1,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0
0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0
1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,1,1
0,1,0,0,0,1,0,0,1,0,0,1,1,0,1,0,1,1
0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0
0,1,0,1,0,0,0,0,1,0,0,1,1,0,1,0,1,1
0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0
0,0,1,0,1,0,1,0,0,0,0,1,1,1,0,0,1,1
0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0
0,0,1,0,1,0,0,0,1,0,0,1,1,0,1,0,1,1
0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,1,1
0,1,0,0,0,1,0,0,1,0,0,1,1,0,1,0,1,1
0,1,0,0,0,1,0,1,0,0,0,1,1,0,1,0,1,1
1,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,1,1
0,0,1,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0
1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,1,1
1,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,1
0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0
0,1,0,0,0,1,0,1,0,0,0,1,1,0,1,0,1,1
0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,1
1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,1,1
1,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0
0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,1,1
1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,1
0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1,1
0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,1
0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0
0,1,0,1,0,0,0,0,1,0,0,1,1,0,1,0,1,1
0,1,0,0,0,1,0,0,1,0,0,1,1,0,1,0,1,1
0,1,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0
0,0,1,0,1,0,1,0,0,0,0,1,1,1,0,0,1,1
1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,1
1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0
0,0,1,0,1,0,1,0,0,0,0,1,1,1,0,0,1,1
0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0
0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,1,1
0,0,1,1,0,0,1,0,0,0,0,1,1,1,0,0,1,1
0,0,1,0,1,0,1,0,0,0,0,1,1,1,0,0,1,1
0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,1
0,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0
0,1,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0
0,0,1,0,1,0,1,0,0,0,0,1,1,1,0,0,1,1
0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0
1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0
0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0
0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,1,1
0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,1,1
0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0
0,0,1,1,0,0,1,0,0,1,0,0,1,1,0,0,1,1
1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,1
0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,1
0,0,1,0,1,0,1,0,0,0,0,1,1,1,0,0,1,1
0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0
0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,1,1,1
1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,1,1
0,0,1,0,0,1,0,1,0,0,0,1,1,1,0,0,1,1
0,1,0,0,0,1,0,0,1,0,0,1,1,1,0,0,1,1
0,1,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0
0,0,1,0,1,0,0,1,0,0,0,1,1,1,0,0,1,1
0,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,1,1
0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0
0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,1
1,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,1
0,0,1,1,0,0,1,0,0,1,0,0,1,1,0,0,1,1
1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,1,1
0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,1,1
0,1,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0
0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,1,1
0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,1,1
0,1,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0
0,0,1,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0
0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0
0,0,1,0,1,0,1,0,0,0,0,1,1,0,1,0,1,1
0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,1,1
0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,1
0,0,1,1,0,0,1,0,0,1,0,0,1,1,0,0,1,1
0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,1,1
0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,1,1
0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,1,1
0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
0,1,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0
1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,1,1
0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0
0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0
0,1,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0
1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,1
0,1,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,1
0,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0
0,1,0,1,0,0,0,0,1,0,0,1,1,0,1,0,1,1
0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1,1
0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,1
0,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,1
0,0,1,0,1,0,0,0,1,0,0,1,1,1,0,0,1,1
0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0
0,1,0,1,0,0,0,0,1,1,0,0,1,1,0,0,1,1
1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,1,1
0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1
0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,1,1
1,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,1
0,0,1,0,1,0,0,0,1,0,0,1,1,1,0,0,1,1
0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0
1,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,1,1
0,1,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0
1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,1,1
1,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,1
0,1,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0
0,0,1,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0
0,0,1,0,1,0,1,0,0,0,0,1,1,1,0,0,1,1
0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,1,1
0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0
0,1,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0
1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,1,1
1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,1,1
0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0
0,1,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0
1,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,1,1
0,1,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0
0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0
0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0
0,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0,1,1
1,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,1,1
0,1,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0
0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0
0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,1,1
1,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,1,1
1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,1,1
0,0,1,1,0,0,1,0,0,1,0,0,1,1,0,0,1,1
0,0,1,0,1,0,1,0,0,0,0,1,1,1,0,0,1,1
0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,1
0,0,1,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0
1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,1,1
0,0,1,0,0,1,1,0,0,1,0,0,1,1,0,0,1,1
0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0
0,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,1,1
0,1,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0
0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0
0,0,1,0,1,0,0,1,0,0,0,1,1,0,1,0,1,1
1,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,1
1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1
0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0
0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0
0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,1
1,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1,1
0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0
1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,1,1
0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0
0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,1
1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,1,1
0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,1
0,0,1,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0
0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,1,1
0,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,1,1
0,0,1,1,0,0,0,0,1,0,0,1,1,1,0,0,1,1
0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0
0,0,1,0,1,0,1,0,0,0,0,1,1,1,0,0,1,1
0,0,1,0,1,0,0,0,1,0,0,1,1,0,1,0,1,1
1,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,1
1,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,1,1
0,1,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0
0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,1,1,1
0,0,1,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0
0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,1,1
0,1,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0
0,1,0,0,0,1,0,0,1,0,0,1,1,0,1,0,1,1
1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,1,1
0,1,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0
0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0
0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,1,1
0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,1
1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,1,1
0,0,1,0,1,0,0,1,0,0,0,1,1,1,0,0,1,1
0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1,1,1
1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0
1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1
0,0,1,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0
0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,1,1
0,1,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,1
0,0,1,0,0,1,0,1,0,1,0,0,1,1,0,0,1,1
0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0
0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,1
1,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,1,1
0,0,1,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0
1,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,1,1
0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0
0,1,0,0,0,1,1,0,0,0,0,1,1,0,1,0,1,1
1,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,1,1
1,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,1,1
0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,1,1
0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,1
0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,1
0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,1
1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,1
1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,1
0,0,1,0,0,1,1,0,0,1,0,0,1,1,0,0,1,1
0,1,0,0,0,1,1,0,0,0,0,1,1,0,1,0,1,1
0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,1
0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,1
0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,1,1
0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,1,1
0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0
0,1,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0
0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,1
0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0
0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,1,1,1
0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,1,1
0,1,0,1,0,0,1,0,0,0,0,1,1,0,1,0,1,1
0,0,1,1,0,0,0,1,0,1,0,0,1,1,0,0,1,1
0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1
1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,1
1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,1,1
0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,1,1
1,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0
0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,1
1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,1,1
0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1,1
0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,1,1
0,1,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0
